ticker,sector,industry,marketCap,sharesOutstanding,message
ABT,Healthcare,Medical Devices,189677961216.0,1772359936.0,
ABR,Real Estate,REIT—Mortgage,1720126208.0,123395000.0,
ABC,Healthcare,Medical Distribution,20028753920.0,204250000.0,
ACFN,Technology,Scientific & Technical Instruments,16470354.0,39687600.0,
ABBV,Healthcare,Drug Manufacturers—General,187740061696.0,1765469952.0,
ACET,Healthcare,Biotechnology,246542768.0,19629200.0,
ABMD,Healthcare,Medical Devices,11679330304.0,45189900.0,
ACAD,Healthcare,Biotechnology,8149212160.0,158978000.0,
ACC,Real Estate,REIT—Residential,5918176256.0,137632000.0,
NSIT,Technology,Information Technology Services,2517214208.0,35097800.0,
OSIS,Technology,Electronic Components,1654448256.0,17920800.0,
ACOR,Healthcare,Biotechnology,42653700.0,56871600.0,
FPRX,Healthcare,Biotechnology,747567680.0,46317700.0,
NDSN,Industrials,Specialty Industrial Machinery,11478643712.0,58034500.0,
CELP,Energy,Oil & Gas Equipment & Services,32361006.0,12211700.0,
FUNC,Financial Services,Banks—Regional,111614328.0,6989000.0,
NSTG,Healthcare,Biotechnology,3036099328.0,44065300.0,
NUVA,Healthcare,Medical Devices,2341609216.0,51283600.0,
CCL,Consumer Cyclical,Travel Services,23537491968.0,921342016.0,
SGMA,Technology,Electronic Components,18477594.0,4242510.0,
HBNC,Financial Services,Banks—Regional,670495552.0,43880600.0,
AZZ,Industrials,Electrical Equipment & Parts,1224808576.0,26076400.0,
CMP,Basic Materials,Other Industrial Metals & Mining,2089257216.0,33955100.0,
PNFP,Financial Services,Banks—Regional,4551692288.0,75848896.0,
CVGW,Consumer Defensive,Packaged Foods,1319316096.0,17656800.0,
DGLY,Industrials,Security & Protection Services,69609016.0,26772700.0,
PVH,Consumer Cyclical,Apparel Manufacturing,6706202624.0,71093000.0,
NPTN,Technology,Semiconductors,418221824.0,50146500.0,
CPSS,Financial Services,Credit Services,90711704.0,22565100.0,
MTDR,Energy,Oil & Gas E&P,1553932160.0,116837000.0,
GLP,Energy,Oil & Gas Midstream,610900928.0,33995600.0,
HAE,Healthcare,Medical Instruments & Supplies,5958715904.0,50777300.0,
TRV,Financial Services,Insurance—Property & Casualty,34184048640.0,253308992.0,
EEFT,Technology,Software—Infrastructure,6952126976.0,52314900.0,
MERC,Basic Materials,Paper & Paper Products,659339712.0,65868100.0,
APA,Energy,Oil & Gas E&P,6077395968.0,377478016.0,
BRN,Energy,Oil & Gas E&P,11339709.0,8277160.0,
EXP,Basic Materials,Building Materials,4121154048.0,41817900.0,
LRN,Consumer Defensive,Education & Training Services,943702464.0,41536200.0,
MCK,Healthcare,Medical Distribution,28044109824.0,162116000.0,
RCMT,Industrials,Engineering & Construction,18915104.0,11463700.0,
WERN,Industrials,Trucking,2765989120.0,69097904.0,
CTIC,Healthcare,Biotechnology,266414032.0,75471400.0,
FOXF,Consumer Cyclical,Recreational Vehicles,4033859840.0,41715200.0,
UBA,Real Estate,REIT—Retail,560036736.0,29994400.0,
DRAD,Healthcare,Medical Devices,13707937.0,4759700.0,
ADP,Industrials,Staffing & Employment Services,74412097536.0,428814016.0,
KALU,Basic Materials,Aluminum,1495043584.0,15812200.0,
V,Financial Services,Credit Services,454637551616.0,1695680000.0,
IGC,Industrials,Conglomerates,71877792.0,41304400.0,
EXEL,Healthcare,Biotechnology,6164548608.0,310244000.0,
MGRC,Industrials,Rental & Leasing Services,1516359680.0,24111300.0,
TC,Communication Services,Internet Content & Information,77038536.0,20114500.0,
IBKR,Financial Services,Capital Markets,23602651136.0,90766800.0,
LFUS,Technology,Electronic Components,6014043648.0,24375000.0,
FATE,Healthcare,Biotechnology,8265496576.0,87244000.0,
STKL,Consumer Defensive,Packaged Foods,933577088.0,89937696.0,
DRNA,Healthcare,Biotechnology,1770309120.0,75044896.0,
ARLP,Energy,Thermal Coal,647422592.0,127195000.0,
NP,Basic Materials,Paper & Paper Products,925812224.0,16802400.0,
WPX,Energy,Oil & Gas E&P,4667869184.0,561041984.0,
WINA,Consumer Cyclical,Specialty Retail,687728960.0,3740300.0,
MBWM,Financial Services,Banks—Regional,423209952.0,16233600.0,
OTTR,Utilities,Utilities—Diversified,1781360640.0,41064100.0,
DHI,Consumer Cyclical,Residential Construction,25474576384.0,364391008.0,
MKSI,Technology,Scientific & Technical Instruments,8140992512.0,55137100.0,
PAYX,Industrials,Staffing & Employment Services,33009289216.0,359500000.0,
CDNS,Technology,Software—Application,33058902016.0,278931008.0,
FCX,Basic Materials,Copper,35755130880.0,1452870016.0,
SKYW,Industrials,Airlines,2154524416.0,50140200.0,
EPAY,Technology,Software—Infrastructure,2222747136.0,45113600.0,
TSBK,Financial Services,Banks—Regional,200373152.0,8310790.0,
CMC,Basic Materials,Steel,2389353216.0,119069000.0,
ARTNA,Utilities,Utilities—Regulated Water,366020832.0,8459520.0,
RELL,Technology,Electronic Components,60359192.0,11110700.0,
SUMR,Consumer Defensive,Household & Personal Products,35724108.0,2131510.0,
VZ,Communication Services,Telecom Services,249733726208.0,4138089984.0,
INDB,Financial Services,Banks—Regional,2458207488.0,32965100.0,
FNHC,Financial Services,Insurance—Property & Casualty,71605344.0,13717500.0,
AXL,Consumer Cyclical,Auto Parts,890325824.0,113273000.0,
PMT,Real Estate,REIT—Mortgage,1704117120.0,98789400.0,
MICT,Technology,Computer Hardware,113846784.0,68582400.0,
UFI,Consumer Cyclical,Textile Manufacturing,312609088.0,18453900.0,
GBX,Industrials,Railroads,1147858816.0,32700900.0,
SCCO,Basic Materials,Copper,46198841344.0,773073024.0,
FRBK,Financial Services,Banks—Regional,170104832.0,58859800.0,
AKER,Healthcare,Medical Instruments & Supplies,37437856.0,18625800.0,
OXY,Energy,Oil & Gas E&P,19452956672.0,931209024.0,
UFS,Basic Materials,Paper & Paper Products,1709373568.0,55194500.0,
STRT,Consumer Cyclical,Auto Parts,178905888.0,3859890.0,
PFE,Healthcare,Drug Manufacturers—General,228561403904.0,5558400000.0,
LUNA,Technology,Scientific & Technical Instruments,265129920.0,30838100.0,
SF,Financial Services,Capital Markets,5100068352.0,68669296.0,
NX,Industrials,Building Products & Equipment,728935936.0,32805400.0,
CBU,Financial Services,Banks—Regional,3443802112.0,53541700.0,
BGCP,Financial Services,Capital Markets,1555532544.0,316710016.0,
JCTCF,Basic Materials,Lumber & Wood Production,32061484.0,3481160.0,
KO,Consumer Defensive,Beverages—Non-Alcoholic,229267881984.0,4297430016.0,
BOKF,Financial Services,Banks—Regional,4947419136.0,70305800.0,
DCI,Industrials,Specialty Industrial Machinery,6992433664.0,126240000.0,
LECO,Industrials,Tools & Accessories,7178707968.0,59470700.0,
AEHR,Technology,Semiconductor Equipment & Materials,47786112.0,23310300.0,
PNM,Utilities,Utilities—Regulated Electric,3910195200.0,79653600.0,
ATNI,Communication Services,Telecom Services,737690432.0,15898500.0,
HOMB,Financial Services,Banks—Regional,3186090752.0,165168000.0,
TMP,Financial Services,Banks—Regional,1039204544.0,14931100.0,
CHS,Consumer Cyclical,Apparel Retail,177477168.0,119917000.0,
MRIN,Technology,Software—Application,17849700.0,9015000.0,
GNTX,Consumer Cyclical,Auto Parts,8104034816.0,245056992.0,
PTN,Healthcare,Biotechnology,101156432.0,229900992.0,
BJRI,Consumer Cyclical,Restaurants,728866688.0,22316800.0,
CDXS,Healthcare,Biotechnology,1115609600.0,63567500.0,
PSMT,Consumer Defensive,Discount Stores,2682144000.0,30649000.0,
CMA,Financial Services,Banks—Regional,7328546304.0,139088000.0,
CUB,Industrials,Aerospace & Defense,1981289600.0,31329000.0,
OFIX,Healthcare,Medical Devices,732167168.0,19333700.0,
CKH,Energy,Oil & Gas Equipment & Services,851379328.0,20372800.0,
BMTC,Financial Services,Banks—Regional,624691648.0,19958200.0,
MITK,Technology,Software—Application,604667136.0,42522300.0,
SPLK,Technology,Software—Infrastructure,25107183616.0,160394000.0,
AROW,Financial Services,Banks—Regional,479613728.0,15491400.0,
CHD,Consumer Defensive,Household & Personal Products,21329432576.0,248450000.0,
KMI,Energy,Oil & Gas Midstream,33390903296.0,2263790080.0,
IVAC,Industrials,Aerospace & Defense,153855712.0,23853600.0,
CORT,Healthcare,Biotechnology,2941500416.0,116173000.0,
EQIX,Real Estate,REIT—Specialty,61378592768.0,89101696.0,
NTCT,Technology,Software—Infrastructure,1911504384.0,73576000.0,
COWN,Financial Services,Capital Markets,691580672.0,26568600.0,
MCBC,Financial Services,Banks—Regional,276902560.0,34101300.0,
SCHW,Financial Services,Capital Markets,92882919424.0,1799779968.0,
MOV,Consumer Cyclical,Luxury Goods,394526528.0,16585200.0,
FFG,Financial Services,Insurance—Life,1287541632.0,24383100.0,
ALGN,Healthcare,Medical Devices,39983460352.0,78850400.0,
SBSI,Financial Services,Banks—Regional,1029534464.0,33072100.0,
TNDM,Healthcare,Medical Devices,5659708416.0,62194600.0,
EBAY,Consumer Cyclical,Internet Retail,33867227136.0,689339008.0,
KAR,Consumer Cyclical,Specialty Retail,2423474944.0,129252000.0,
SVBI,Financial Services,Banks—Regional,92157104.0,12817400.0,
GFF,Industrials,Tools & Accessories,1092743936.0,56129800.0,
KIRK,Consumer Cyclical,Specialty Retail,251468768.0,14255600.0,
INOD,Technology,Information Technology Services,128414616.0,24742700.0,
CFX,Industrials,Specialty Industrial Machinery,4410153984.0,118457000.0,
HTH,Financial Services,Banks—Regional,2343491072.0,90238400.0,
SEIC,Financial Services,Asset Management,8142182400.0,144570000.0,
BSTC,Healthcare,Biotechnology,650249280.0,7344960.0,
STC,Financial Services,Insurance—Property & Casualty,1290007808.0,26719300.0,
VSAT,Technology,Communication Equipment,2353521408.0,67532896.0,
WIFI,Communication Services,Telecom Services,612299904.0,44530900.0,
CALX,Technology,Software—Application,1531967872.0,61772900.0,
FOLD,Healthcare,Biotechnology,5758994944.0,260588000.0,
CORR,Real Estate,REIT—Diversified,112897912.0,13651500.0,
FMC,Basic Materials,Agricultural Inputs,15107607552.0,129757000.0,
ALV,Consumer Cyclical,Auto Parts,7949459456.0,87337504.0,
MFNC,Financial Services,Banks—Regional,132407352.0,10533600.0,
PDM,Real Estate,REIT—Office,2039149312.0,126029000.0,
ESMC,Healthcare,Medical Devices,1021832.0,7415330.0,
CNSL,Communication Services,Telecom Services,424846144.0,79410496.0,
CRVL,Financial Services,Insurance Brokers,1698472832.0,17897500.0,
ECOL,Industrials,Waste Management,1140745344.0,31512300.0,
FFIN,Financial Services,Banks—Regional,5019466240.0,142114000.0,
ACUR,Healthcare,Drug Manufacturers—Specialty & Generic,5001219.0,21650300.0,
TIGR,Financial Services,Capital Markets,754291072.0,140958000.0,
CASY,Consumer Defensive,Grocery Stores,6478152192.0,36935700.0,
FLT,Technology,Information Technology Services,22825349120.0,83401600.0,
FRD,Basic Materials,Steel,48884876.0,7043930.0,
DRRX,Healthcare,Drug Manufacturers—Specialty & Generic,406358016.0,203179008.0,
JAKK,Consumer Cyclical,Leisure,23947934.0,4947920.0,
NLS,Consumer Cyclical,Leisure,500177984.0,30258800.0,
FTEK,Industrials,Pollution & Treatment Controls,94605592.0,24701200.0,
STON,Consumer Cyclical,Personal Services,208928512.0,128177000.0,
ATRC,Healthcare,Medical Instruments & Supplies,2110237312.0,45023200.0,
IMKTA,Consumer Defensive,Grocery Stores,829638848.0,14213000.0,
CBZ,Industrials,Specialty Business Services,1400914304.0,54531500.0,
CSL,Industrials,Building Products & Equipment,8297750016.0,53378900.0,
GABC,Financial Services,Banks—Regional,855701248.0,26492300.0,
MYGN,Healthcare,Diagnostics & Research,1483150976.0,75210496.0,
SNX,Technology,Information Technology Services,4154978048.0,51544200.0,
SJW,Utilities,Utilities—Regulated Water,1980086784.0,28556200.0,
DXCM,Healthcare,Diagnostics & Research,33389756416.0,96027600.0,
OMI,Healthcare,Medical Distribution,2017912832.0,73512304.0,
EXPR,Consumer Cyclical,Apparel Retail,69493832.0,64837700.0,
TNAV,Technology,Software—Application,224307600.0,47522800.0,
TJX,Consumer Cyclical,Apparel Retail,79313616896.0,1200630016.0,
SANM,Technology,Electronic Components,2090557824.0,67763800.0,
KEQU,Consumer Cyclical,"Furnishings, Fixtures & Appliances",26012750.0,2758510.0,
BLIN,Technology,Software—Infrastructure,12818493.0,4420170.0,
GNW,Financial Services,Insurance—Life,2184170496.0,505595008.0,
THFF,Financial Services,Banks—Regional,519779584.0,13714500.0,
VIVO,Healthcare,Diagnostics & Research,843430016.0,42862600.0,
SYNA,Technology,Semiconductors,2719343872.0,34518200.0,
FB,Communication Services,Internet Content & Information,779149705216.0,2403970048.0,
TTEK,Industrials,Engineering & Construction,6246244864.0,53888300.0,
ICON,Consumer Cyclical,Apparel Manufacturing,15282768.0,13174800.0,
AOS,Industrials,Specialty Industrial Machinery,9100336128.0,135430000.0,
ZEUS,Basic Materials,Steel,167563232.0,11074900.0,
SCS,Industrials,Business Equipment & Supplies,1434937472.0,88093696.0,
TCFC,Financial Services,Banks—Regional,157892592.0,5913580.0,
CVLY,Financial Services,Banks—Regional,166325216.0,9795360.0,
PBI,Industrials,Business Equipment & Supplies,1000569984.0,173108992.0,
FLR,Industrials,Engineering & Construction,2358214144.0,140326000.0,
MRC,Energy,Oil & Gas Equipment & Services,528796768.0,82239000.0,
MED,Consumer Cyclical,Personal Services,2174117376.0,11769800.0,
RAD,Healthcare,Pharmaceutical Retailers,1019436864.0,55224100.0,
IO,Energy,Oil & Gas Equipment & Services,38383360.0,14993500.0,
CRWS,Consumer Cyclical,Textile Manufacturing,72723216.0,10228300.0,
CE,Basic Materials,Chemicals,15313245184.0,116895000.0,
AMRN,Healthcare,Biotechnology,1948033280.0,388828992.0,
IDA,Utilities,Utilities—Regulated Electric,4736858624.0,50461900.0,
ALLE,Industrials,Security & Protection Services,10085634048.0,92039000.0,
RP,Technology,Software—Application,6921861632.0,101852000.0,
SATS,Technology,Communication Equipment,2104241664.0,50458500.0,
ILMN,Healthcare,Diagnostics & Research,49933459456.0,146000000.0,
BZH,Consumer Cyclical,Residential Construction,462400832.0,31012800.0,
NBTB,Financial Services,Banks—Regional,1398627200.0,43625300.0,
CAC,Financial Services,Banks—Regional,541025088.0,14916600.0,
ASPS,Financial Services,Mortgage Finance,215496384.0,15649700.0,
GNE,Utilities,Utilities—Regulated Electric,211855168.0,24645400.0,
AGNC,Real Estate,REIT—Mortgage,8352648192.0,545212032.0,
KVHI,Technology,Communication Equipment,193642560.0,18302700.0,
FBSS,Financial Services,Banks—Regional,65762496.0,3794720.0,
PRGX,Industrials,Specialty Business Services,165401728.0,23561500.0,
INTC,Technology,Semiconductors,203793530880.0,4097999872.0,
UAN,Basic Materials,Agricultural Inputs,165928560.0,11098900.0,
TITN,Industrials,Industrial Distribution,427883520.0,22555800.0,
OFED,Financial Services,Banks—Regional,134506320.0,5604430.0,
AMBA,Technology,Semiconductor Equipment & Materials,3111315200.0,35172000.0,
COLM,Consumer Cyclical,Apparel Manufacturing,5506190336.0,66212000.0,
KMPR,Financial Services,Insurance—Property & Casualty,5088119296.0,65408400.0,
AIT,Industrials,Industrial Distribution,2984519936.0,38760000.0,
USLM,Basic Materials,Building Materials,640161088.0,5630760.0,
MOD,Consumer Cyclical,Auto Parts,613771200.0,51147600.0,
FLIC,Financial Services,Banks—Regional,421846176.0,23887100.0,
MRK,Healthcare,Drug Manufacturers—General,209891295232.0,2530030080.0,
SFST,Financial Services,Banks—Regional,266250464.0,7734640.0,
INFN,Technology,Communication Equipment,1818719360.0,193070000.0,
VHI,Basic Materials,Chemicals,482904544.0,28273100.0,
FELE,Industrials,Specialty Industrial Machinery,3292376064.0,46202300.0,
BRC,Industrials,Security & Protection Services,2494081024.0,48475600.0,
FARO,Technology,Scientific & Technical Instruments,1255591040.0,17835100.0,
AWH,Healthcare,Diagnostics & Research,483999904.0,104086000.0,
VSTM,Healthcare,Biotechnology,405759872.0,169774000.0,
KTCC,Technology,Computer Hardware,85862408.0,10759700.0,
XEC,Energy,Oil & Gas E&P,4031617024.0,101963000.0,
LEG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",5455806976.0,132519000.0,
MRO,Energy,Oil & Gas E&P,5573100032.0,789390976.0,
MDCA,Communication Services,Advertising Agencies,171329088.0,73528096.0,
AEIS,Industrials,Electrical Equipment & Parts,3754934528.0,38272700.0,
FAF,Financial Services,Insurance—Specialty,5748601344.0,111645000.0,
SAFM,Consumer Defensive,Packaged Foods,3191884800.0,22240000.0,
HSON,Industrials,Staffing & Employment Services,28353284.0,2684970.0,
IBTX,Financial Services,Banks—Regional,2615224832.0,43248300.0,
COO,Healthcare,Medical Instruments & Supplies,18090930176.0,53340400.0,
NWL,Consumer Defensive,Household & Personal Products,8702393344.0,424300000.0,
R,Industrials,Rental & Leasing Services,3378307584.0,53889100.0,
HUM,Healthcare,Healthcare Plans,51762536448.0,132293000.0,
RDI,Communication Services,Entertainment,125952072.0,20068600.0,
SIG,Consumer Cyclical,Luxury Goods,1381220864.0,52338800.0,
GME,Consumer Cyclical,Specialty Retail,928332608.0,69747000.0,
BECN,Industrials,Building Products & Equipment,2644471808.0,68990496.0,
MSON,Healthcare,Medical Devices,220870560.0,17377700.0,
LEDS,Technology,Semiconductors,12314752.0,4006320.0,
DXYN,Consumer Cyclical,Textile Manufacturing,43013264.0,14933400.0,
MCS,Communication Services,Entertainment,393274048.0,23139000.0,
CIX,Industrials,Security & Protection Services,176558016.0,12451200.0,
GWRE,Technology,Software—Application,10321030144.0,83754200.0,
HI,Industrials,Specialty Industrial Machinery,2871525120.0,74779296.0,
IDT,Communication Services,Telecom Services,323268864.0,23900000.0,
TRGP,Energy,Oil & Gas Midstream,6469617152.0,229012992.0,
OPTT,Industrials,Electrical Equipment & Parts,68064464.0,30798400.0,
GES,Consumer Cyclical,Apparel Retail,1231141888.0,63624900.0,
QUIK,Technology,Semiconductors,34755092.0,11068500.0,
MANT,Technology,Software—Application,3283784192.0,27179500.0,
DAN,Consumer Cyclical,Auto Parts,2759778304.0,144491008.0,
ALE,Utilities,Utilities—Diversified,3071716608.0,51974900.0,
HR,Real Estate,REIT—Healthcare Facilities,4023116800.0,136054000.0,
SYPR,Consumer Cyclical,Auto Parts,29204016.0,21316800.0,
HD,Consumer Cyclical,Home Improvement Retail,284814540800.0,1076600064.0,
CYTK,Healthcare,Biotechnology,1439644928.0,70779000.0,
IT,Technology,Information Technology Services,13818933248.0,89286896.0,
TWIN,Industrials,Specialty Industrial Machinery,101892680.0,13567600.0,
CTSH,Technology,Information Technology Services,41974665216.0,534640992.0,
AWR,Utilities,Utilities—Regulated Water,2844518400.0,36889100.0,
BDC,Industrials,Electrical Equipment & Parts,1886556928.0,44610000.0,
PLT,Technology,Communication Equipment,1057975296.0,41246600.0,
NSEC,Financial Services,Insurance—Property & Casualty,30364440.0,2531450.0,
SMSI,Technology,Software—Application,242404000.0,41295400.0,
RPT,Real Estate,REIT—Retail,666316416.0,80961904.0,
USB,Financial Services,Banks—Regional,69055209472.0,1506439936.0,
BCRX,Healthcare,Biotechnology,1433715840.0,176566000.0,
GCBC,Financial Services,Banks—Regional,233607968.0,8513410.0,
CBAN,Financial Services,Banks—Regional,139537072.0,9498780.0,
CARA,Healthcare,Biotechnology,742996608.0,49832100.0,
MGEE,Utilities,Utilities—Diversified,2584101888.0,36163400.0,
TPX,Consumer Cyclical,"Furnishings, Fixtures & Appliances",5437428224.0,206354000.0,
ADS,Financial Services,Credit Services,3606016000.0,49621800.0,
CAAS,Consumer Cyclical,Auto Parts,215654080.0,30851800.0,
FICO,Technology,Software—Application,14895660032.0,29098200.0,
ORMP,Healthcare,Biotechnology,100620872.0,23675500.0,
BBW,Consumer Cyclical,Specialty Retail,67990880.0,15591600.0,
DDS,Consumer Cyclical,Department Stores,1133331840.0,17987700.0,
SPWR,Technology,Solar,3658439936.0,170160000.0,
LKFN,Financial Services,Banks—Regional,1340696704.0,25713400.0,
PPG,Basic Materials,Specialty Chemicals,33760636928.0,236204000.0,
FSFG,Financial Services,Banks—Regional,152258016.0,2375320.0,
ENSG,Healthcare,Medical Care Facilities,3917342976.0,54241800.0,
HFC,Energy,Oil & Gas Refining & Marketing,4452227072.0,162016992.0,
JBHT,Industrials,Integrated Freight & Logistics,14677755904.0,105679000.0,
MGPI,Consumer Defensive,Packaged Foods,765382080.0,16915800.0,
UBOH,Financial Services,Banks—Regional,80319008.0,3271650.0,
FC,Industrials,Consulting Services,328755392.0,14025400.0,
COST,Consumer Defensive,Discount Stores,166152421376.0,441524000.0,
NSSC,Industrials,Security & Protection Services,479967968.0,18347400.0,
TRMB,Technology,Scientific & Technical Instruments,15721060352.0,250176000.0,
ARW,Technology,Electronics & Computer Distribution,7237230592.0,75545200.0,
ESSA,Financial Services,Banks—Regional,176532080.0,10876900.0,
JLL,Real Estate,Real Estate Services,7606681088.0,51302900.0,
PDFS,Technology,Software—Application,799996992.0,36629900.0,
MTRN,Basic Materials,Other Industrial Metals & Mining,1173495040.0,20327300.0,
RBC,Industrials,Specialty Industrial Machinery,4758581248.0,40595300.0,
POR,Utilities,Utilities—Regulated Electric,3718270464.0,89510600.0,
CBRL,Consumer Cyclical,Restaurants,3203521024.0,23721000.0,
HSC,Industrials,Specialty Industrial Machinery,1382610048.0,78916096.0,
AKAM,Technology,Software—Infrastructure,16854063104.0,162704992.0,
BLKB,Technology,Software—Application,2771864832.0,49568400.0,
FITB,Financial Services,Banks—Regional,19477561344.0,712419968.0,
MAS,Industrials,Building Products & Equipment,14222090240.0,261676000.0,
PFMT,Industrials,Specialty Business Services,40465204.0,54756700.0,
SAIC,Technology,Information Technology Services,5750813696.0,58224300.0,
AIG,Financial Services,Insurance—Diversified,33418594304.0,861526016.0,
PBPB,Consumer Cyclical,Restaurants,126386632.0,24212000.0,
AVAV,Industrials,Aerospace & Defense,2022325632.0,24104000.0,
ASH,Basic Materials,Chemicals,4584867840.0,60646400.0,
SWM,Basic Materials,Paper & Paper Products,1215344000.0,31323300.0,
CYCC,Healthcare,Biotechnology,21012394.0,4863980.0,
NRZ,Real Estate,REIT—Mortgage,3870586112.0,415744992.0,
ELMD,Healthcare,Medical Devices,81586584.0,8606180.0,
HUBG,Industrials,Integrated Freight & Logistics,1984492544.0,33494200.0,
LPLA,Financial Services,Capital Markets,7742532096.0,79288600.0,
PED,Energy,Oil & Gas E&P,89854488.0,72463296.0,
TRNO,Real Estate,REIT—Industrial,3809721344.0,68372600.0,
CLB,Energy,Oil & Gas Equipment & Services,1292571008.0,44494700.0,
LEAF,Communication Services,Internet Content & Information,134211496.0,27390100.0,
TSN,Consumer Defensive,Farm Products,25230983168.0,294126016.0,
UCBI,Financial Services,Banks—Regional,2343076352.0,86620200.0,
FLEX,Technology,Electronic Components,8224003072.0,501158016.0,
SYBT,Financial Services,Banks—Regional,946483328.0,22692000.0,
KNL,Industrials,Business Equipment & Supplies,722219904.0,50682100.0,
CMRX,Healthcare,Biotechnology,308785120.0,62633900.0,
CMS,Utilities,Utilities—Regulated Electric,17002514432.0,286334016.0,
GVA,Industrials,Engineering & Construction,1262949888.0,46741300.0,
AMP,Financial Services,Asset Management,22621102080.0,117978000.0,
SRPT,Healthcare,Biotechnology,13197410304.0,78913000.0,
PAG,Consumer Cyclical,Auto & Truck Dealerships,4655453696.0,80335696.0,
CASH,Financial Services,Banks—Regional,1162272768.0,34360900.0,
CNBKA,Financial Services,Banks—Regional,414475232.0,3655470.0,
LYV,Communication Services,Entertainment,15137667072.0,213416992.0,
PFG,Financial Services,Insurance—Diversified,13398484992.0,274728000.0,
CWST,Industrials,Waste Management,2972344320.0,49734400.0,
CENT,Consumer Defensive,Packaged Foods,1959192832.0,11300800.0,
NYMT,Real Estate,REIT—Mortgage,1416540032.0,377744000.0,
AZPN,Technology,Software—Application,9141622784.0,67718704.0,
WBS,Financial Services,Banks—Regional,3702759168.0,90201200.0,
PSIX,Industrials,Specialty Industrial Machinery,73709984.0,22891300.0,
TREX,Industrials,Building Products & Equipment,8992018432.0,115787000.0,
WHR,Consumer Cyclical,"Furnishings, Fixtures & Appliances",11504250880.0,62546900.0,
YORW,Utilities,Utilities—Regulated Water,643756544.0,13050000.0,
ARR,Real Estate,REIT—Mortgage,712679488.0,64730200.0,
AME,Industrials,Specialty Industrial Machinery,27235092480.0,230064992.0,
OMER,Healthcare,Biotechnology,895807872.0,61652300.0,
FBNC,Financial Services,Banks—Regional,954527552.0,28630100.0,
NATR,Consumer Defensive,Household & Personal Products,260469824.0,19658100.0,
MTN,Consumer Cyclical,Resorts & Casinos,11198869504.0,40249100.0,
GOOD,Real Estate,REIT—Diversified,635180864.0,34268300.0,
PICO,Utilities,Utilities—Regulated Water,167125856.0,18715100.0,
SBRA,Real Estate,REIT—Healthcare Facilities,3621240064.0,206928000.0,
TRST,Financial Services,Banks—Regional,611383360.0,96432704.0,
LDOS,Technology,Information Technology Services,15003479040.0,142320992.0,
UBCP,Financial Services,Banks—Regional,77274208.0,5976350.0,
TGC,Energy,Oil & Gas E&P,13459138.0,10684400.0,
STMP,Technology,Software—Application,3585360384.0,18235900.0,
CUBE,Real Estate,REIT—Industrial,6426204160.0,195266000.0,
SGEN,Healthcare,Biotechnology,34219751424.0,178996992.0,
MATX,Industrials,Marine Shipping,2496841472.0,43078700.0,
SXT,Basic Materials,Specialty Chemicals,3083165952.0,42357000.0,
ATLO,Financial Services,Banks—Regional,231626624.0,9122750.0,
UVE,Financial Services,Insurance—Property & Casualty,452464384.0,31334100.0,
ENZ,Healthcare,Diagnostics & Research,124891600.0,48977100.0,
PEI,Real Estate,REIT—Retail,89081664.0,79537200.0,
STRM,Healthcare,Health Information Services,51927648.0,31624800.0,
KEY,Financial Services,Banks—Regional,15467332608.0,976473024.0,
HMTV,Communication Services,Entertainment,441176064.0,20241200.0,
TR,Consumer Defensive,Confectioners,1998808448.0,39336100.0,
NYT,Communication Services,Publishing,8461555712.0,166435008.0,
AVEO,Healthcare,Biotechnology,146926912.0,28809200.0,
ESP,Industrials,Electrical Equipment & Parts,56755232.0,2702630.0,
DPW,Industrials,Electrical Equipment & Parts,72657448.0,18487900.0,
MSTR,Technology,Software—Application,2649617920.0,7252960.0,
MHO,Consumer Cyclical,Residential Construction,1252733312.0,28745600.0,
OPY,Financial Services,Capital Markets,390296928.0,12465100.0,
NEOG,Healthcare,Diagnostics & Research,4215706880.0,53041100.0,
GTS,Healthcare,Healthcare Plans,505389408.0,23430200.0,
SYKE,Technology,Information Technology Services,1549780608.0,39565500.0,
VVI,Industrials,Specialty Business Services,664127232.0,20428400.0,
PPL,Utilities,Utilities—Regulated Electric,21588662272.0,768827008.0,
TPRE,Financial Services,Insurance—Reinsurance,917083264.0,95529504.0,
BR,Technology,Information Technology Services,17068833792.0,115619000.0,
GIGA,Technology,Scientific & Technical Instruments,8896028.0,2635860.0,
VOXX,Technology,Consumer Electronics,295864416.0,21657000.0,
CXP,Real Estate,REIT—Office,1595642112.0,114465000.0,
OFG,Financial Services,Banks—Regional,892926016.0,51347100.0,
MVIS,Technology,Scientific & Technical Instruments,412864896.0,146406000.0,
NBIX,Healthcare,Biotechnology,8428248064.0,93429200.0,
NMIH,Financial Services,Insurance—Property & Casualty,1993963008.0,84813400.0,
ARMK,Consumer Cyclical,Restaurants,9517950976.0,252976000.0,
NBR,Energy,Oil & Gas Drilling,537496320.0,7294020.0,
CCBG,Financial Services,Banks—Regional,428256320.0,16761500.0,
BAX,Healthcare,Medical Instruments & Supplies,40528297984.0,510817984.0,
MSCI,Financial Services,Financial Data & Stock Exchanges,34771963904.0,82895000.0,
NFLX,Communication Services,Entertainment,222320082944.0,441795008.0,
ICAD,Healthcare,Health Information Services,312936096.0,22993100.0,
HBMD,Financial Services,Banks—Regional,238776896.0,18742300.0,
